pind,nstep,position,velocity,acceleration
0,35,[-953.19801238  600.74403031 -839.2347966 ],[5.80000028e+02 5.79999972e+02 4.11170498e-12],0.0601214594553312
0,36,[-953.19801238  600.74403031 -839.2347966 ],[5.80000031e+02 5.79999969e+02 5.03893876e-12],0.06373791450187127
0,37,[-953.19801238  600.74403031 -839.2347966 ],[5.80000033e+02 5.79999967e+02 6.17775234e-12],0.0674591973393035
0,38,[-953.19801238  600.74403031 -839.2347966 ],[5.80000036e+02 5.79999964e+02 7.56824257e-12],0.07128529944111506
0,39,[-953.19801238  600.74403031 -839.2347966 ],[5.80000039e+02 5.79999961e+02 9.11603181e-12],0.07521622933381877
0,40,[-953.19801238  600.74403031 -839.2347966 ],[5.80000042e+02 5.79999958e+02 1.08402095e-11],0.07925198133307276
0,41,[-953.19801238  600.74403031 -839.2347966 ],[5.80000046e+02 5.79999954e+02 1.29393074e-11],0.08339255828104797
0,42,[-953.19801238  600.74403031 -839.2347966 ],[5.80000049e+02 5.79999951e+02 1.54068575e-11],0.08763795733557343
0,43,[-953.19801238  600.74403031 -839.2347966 ],[5.80000053e+02 5.79999947e+02 1.82329568e-11],0.09198818133882013
0,44,[-953.19801238  600.74403031 -839.2347966 ],[5.80000057e+02 5.79999943e+02 2.15466905e-11],0.0964432274486171
0,45,[-953.19801238  600.74403031 -839.2347966 ],[5.80000061e+02 5.79999939e+02 2.53818945e-11],0.10100309850713528
0,46,[-953.19801238  600.74403031 -839.2347966 ],[5.80000065e+02 5.79999935e+02 2.96377353e-11],0.10566778883003279
0,47,[-953.19801238  600.74403031 -839.2347966 ],[5.80000069e+02 5.79999931e+02 3.45981106e-11],0.11043730694382246
0,48,[-953.19801238  600.74403031 -839.2347966 ],[5.80000074e+02 5.79999926e+02 4.02600828e-11],0.11531164716416241
0,49,[-953.19801238  600.74403031 -839.2347966 ],[5.80000079e+02 5.79999921e+02 4.66114669e-11],0.12029080949105263
0,50,[-953.19801238  600.74403031 -839.2347966 ],[5.80000084e+02 5.79999916e+02 5.38939017e-11],0.12537479392449313
0,51,[-953.19801238  600.74403031 -839.2347966 ],[5.80000089e+02 5.79999911e+02 6.19908876e-11],0.13056360330665484
0,52,[-953.19801238  600.74403031 -839.2347966 ],[5.80000094e+02 5.79999906e+02 7.11431757e-11],0.13585723195319588
0,53,[-953.19801238  600.74403031 -839.2347966 ],[5.80000100e+02 5.79999900e+02 8.14888909e-11],0.14125568554845813
0,54,[-953.19801238  600.74403031 -839.2347966 ],[5.80000106e+02 5.79999894e+02 9.30232730e-11],0.1467589640924416
0,55,[-953.19801238  600.74403031 -839.2347966 ],[5.80000112e+02 5.79999888e+02 1.05953853e-10],0.1523670619008044
0,56,[-953.19801238  600.74403031 -839.2347966 ],[5.80000118e+02 5.79999882e+02 1.20419472e-10],0.15807998181571747
0,57,[-953.19801238  600.74403031 -839.2347966 ],[5.80000125e+02 5.79999875e+02 1.36528185e-10],0.16389772383718082
0,58,[-953.19801238  600.74403031 -839.2347966 ],[5.80000132e+02 5.79999868e+02 1.54468010e-10],0.1698202879651944
0,59,[-953.19801238  600.74403031 -839.2347966 ],[5.80000139e+02 5.79999861e+02 1.74500399e-10],0.1758476741997583
0,60,[-953.19801238  600.74403031 -839.2347966 ],[5.80000146e+02 5.79999854e+02 1.96648234e-10],0.18197988254087247
0,61,[-953.19801238  600.74403031 -839.2347966 ],[5.80000154e+02 5.79999846e+02 2.21111634e-10],0.1882169129885369
0,62,[-953.19801238  600.74403031 -839.2347966 ],[5.80000161e+02 5.79999839e+02 2.48153697e-10],0.19455876554275162
0,63,[-953.19801238  600.74403031 -839.2347966 ],[5.80000169e+02 5.79999831e+02 2.77970991e-10],0.2010054402035166
0,64,[-953.19801238  600.74403031 -839.2347966 ],[5.80000178e+02 5.79999822e+02 3.10745499e-10],0.20755693128648997
0,65,[-953.19801238  600.74403031 -839.2347966 ],[5.80000186e+02 5.79999814e+02 3.46909342e-10],0.21421324731818456
0,66,[-953.19801238  600.74403031 -839.2347966 ],[5.80000195e+02 5.79999805e+02 3.86606172e-10],0.22097438545642942
0,67,[-953.19801238  600.74403031 -839.2347966 ],[5.80000204e+02 5.79999796e+02 4.30048050e-10],0.22784034001688266
0,68,[-953.19801238  600.74403031 -839.2347966 ],[5.80000214e+02 5.79999786e+02 4.77579725e-10],0.23481111952605713
0,69,[-953.19801238  600.74403031 -839.2347966 ],[5.80000223e+02 5.79999777e+02 5.29552176e-10],0.24188671829961092
0,70,[-953.19801238  600.74403031 -839.2347966 ],[5.80000233e+02 5.79999767e+02 5.86327533e-10],0.24906713917971499
0,71,[-953.19801238  600.74403031 -839.2347966 ],[5.80000244e+02 5.79999756e+02 6.48212246e-10],0.25635237648202747
0,72,[-953.19801238  600.74403031 -839.2347966 ],[5.80000254e+02 5.79999746e+02 7.15599280e-10],0.26374243304871925
0,73,[-953.19801238  600.74403031 -839.2347966 ],[5.80000265e+02 5.79999735e+02 7.88884747e-10],0.27123731456413225
0,74,[-953.19801238  600.74403031 -839.2347966 ],[5.80000276e+02 5.79999724e+02 8.68519400e-10],0.27883701250175363
0,75,[-953.19801238  600.74403031 -839.2347966 ],[5.80000288e+02 5.79999712e+02 9.54971407e-10],0.28654152970375435
0,76,[-953.19801238  600.74403031 -839.2347966 ],[5.80000299e+02 5.79999701e+02 1.04865792e-09],0.29435086901230534
0,77,[-953.19801238  600.74403031 -839.2347966 ],[5.80000311e+02 5.79999689e+02 1.15005690e-09],0.30226502758523566
0,78,[-953.19801238  600.74403031 -839.2347966 ],[5.80000324e+02 5.79999676e+02 1.25985086e-09],0.31028400258037436
0,79,[-953.19801238  600.74403031 -839.2347966 ],[5.80000337e+02 5.79999663e+02 1.37837530e-09],0.3184077968398924
0,80,[-953.19801238  600.74403031 -839.2347966 ],[5.80000350e+02 5.79999650e+02 1.50642615e-09],0.3266364132059607
0,81,[-953.19801238  600.74403031 -839.2347966 ],[5.80000363e+02 5.79999637e+02 1.64449736e-09],0.3349698459942374
0,82,[-953.19801238  600.74403031 -839.2347966 ],[5.80000377e+02 5.79999623e+02 1.79322459e-09],0.3434080980468934
0,83,[-953.19801238  600.74403031 -839.2347966 ],[5.80000391e+02 5.79999609e+02 1.95349932e-09],0.3519511665217578
0,84,[-953.19801238  600.74403031 -839.2347966 ],[5.80000405e+02 5.79999595e+02 2.12573609e-09],0.36059905426100153
0,85,[-953.19801238  600.74403031 -839.2347966 ],[5.80000420e+02 5.79999580e+02 2.31090574e-09],0.3693517612646246
0,86,[-953.19801238  600.74403031 -839.2347966 ],[5.80000435e+02 5.79999565e+02 2.50962262e-09],0.37820928469045606
0,87,[-953.19801238  600.74403031 -839.2347966 ],[5.80000451e+02 5.79999549e+02 2.72284683e-09],0.3871716245384959
0,88,[-953.19801238  600.74403031 -839.2347966 ],[5.80000467e+02 5.79999533e+02 2.95143687e-09],0.3962387836509151
0,89,[-953.19801238  600.74403031 -839.2347966 ],[5.80000483e+02 5.79999517e+02 3.19626408e-09],0.40541075918554265
0,90,[-953.19801238  600.74403031 -839.2347966 ],[5.80000499e+02 5.79999501e+02 3.45818979e-09],0.41468755398454954
0,91,[-953.19801238  600.74403031 -839.2347966 ],[5.80000516e+02 5.79999484e+02 3.73843458e-09],0.4240691623635939
0,92,[-953.19801238  600.74403031 -839.2347966 ],[5.80000534e+02 5.79999466e+02 4.03787662e-09],0.4335555871648466
0,93,[-953.19801238  600.74403031 -839.2347966 ],[5.80000551e+02 5.79999449e+02 4.35763141e-09],0.44314683123047865
0,94,[-953.19801238  600.74403031 -839.2347966 ],[5.80000569e+02 5.79999431e+02 4.69886582e-09],0.45284288887614815
0,95,[-953.19801238  600.74403031 -839.2347966 ],[5.80000588e+02 5.79999412e+02 5.06271255e-09],0.46264376294402604
0,96,[-953.19801238  600.74403031 -839.2347966 ],[5.80000607e+02 5.79999393e+02 5.45042939e-09],0.4725494534341123
0,97,[-953.19801238  600.74403031 -839.2347966 ],[5.80000626e+02 5.79999374e+02 5.86328603e-09],0.482559957504236
0,98,[-953.19801238  600.74403031 -839.2347966 ],[5.80000646e+02 5.79999354e+02 6.30269310e-09],0.49267527799656813
0,99,[-953.19801238  600.74403031 -839.2347966 ],[5.80000666e+02 5.79999334e+02 6.77002767e-09],0.5028954177532796
0,100,[-953.19801238  600.74403031 -839.2347966 ],[5.80000687e+02 5.79999313e+02 7.26673059e-09],0.5132203682478576
0,101,[-953.19801238  600.74403031 -839.2347966 ],[5.80000707e+02 5.79999293e+02 7.79434777e-09],0.5236501351646439
0,102,[-953.19801238  600.74403031 -839.2347966 ],[5.80000729e+02 5.79999271e+02 8.35450439e-09],0.5341847156614676
0,103,[-953.19801238  600.74403031 -839.2347966 ],[5.80000751e+02 5.79999249e+02 8.94874756e-09],0.5448241068961579
0,104,[-953.19801238  600.74403031 -839.2347966 ],[5.80000773e+02 5.79999227e+02 9.57887195e-09],0.5555683145530566
0,105,[-953.19801238  600.74403031 -839.2347966 ],[5.80000795e+02 5.79999205e+02 1.02465941e-08],0.5664173386321636
0,106,[-953.19801238  600.74403031 -839.2347966 ],[5.80000819e+02 5.79999181e+02 1.09537864e-08],0.5773711706069662
0,107,[-953.19801238  600.74403031 -839.2347966 ],[5.80000842e+02 5.79999158e+02 1.17024727e-08],0.5884298218461481
0,108,[-953.19801238  600.74403031 -839.2347966 ],[5.80000866e+02 5.79999134e+02 1.24944549e-08],0.5995932838231965
0,109,[-953.19801238  600.74403031 -839.2347966 ],[5.80000891e+02 5.79999109e+02 1.33320631e-08],0.6108615593802824
0,110,[-953.19801238  600.74403031 -839.2347966 ],[5.80000915e+02 5.79999085e+02 1.42173327e-08],0.6222346456752348
0,111,[-953.19801238  600.74403031 -839.2347966 ],[5.80000941e+02 5.79999059e+02 1.51524196e-08],0.6337125427080537
0,112,[-953.19801238  600.74403031 -839.2347966 ],[5.80000967e+02 5.79999033e+02 1.61397749e-08],0.6452952561630809
0,113,[-953.19801238  600.74403031 -839.2347966 ],[5.80000993e+02 5.79999007e+02 1.71818349e-08],0.6569827775138037
0,114,[-953.19801238  600.74403031 -839.2347966 ],[5.80001020e+02 5.79998980e+02 1.82809533e-08],0.668775112444564
0,115,[-953.19801238  600.74403031 -839.2347966 ],[5.80001047e+02 5.79998953e+02 1.94397585e-08],0.6806722581131907
0,116,[-953.19801238  600.74403031 -839.2347966 ],[5.80001075e+02 5.79998925e+02 2.06609933e-08],0.6926742145196839
0,117,[-953.19801238  600.74403031 -839.2347966 ],[5.80001103e+02 5.79998897e+02 2.19474193e-08],0.7047809816640437
0,118,[-953.19801238  600.74403031 -839.2347966 ],[5.80001131e+02 5.79998869e+02 2.33017944e-08],0.71699255954627
0,119,[-953.19801238  600.74403031 -839.2347966 ],[5.80001161e+02 5.79998839e+02 2.47272708e-08],0.7293089453241918
0,120,[-953.19801238  600.74403031 -839.2347966 ],[5.80001190e+02 5.79998810e+02 2.62268796e-08],0.741730144682151
0,121,[-953.19801238  600.74403031 -839.2347966 ],[5.80001220e+02 5.79998780e+02 2.78036254e-08],0.7542561519358059
0,122,[-953.19801238  600.74403031 -839.2347966 ],[5.80001251e+02 5.79998749e+02 2.94610255e-08],0.7668869699273272
0,123,[-953.19801238  600.74403031 -839.2347966 ],[5.80001282e+02 5.79998718e+02 3.12023780e-08],0.7796225958145441
0,124,[-953.19801238  600.74403031 -839.2347966 ],[5.80001314e+02 5.79998686e+02 3.30311600e-08],0.7924630295974565
0,125,[-953.19801238  600.74403031 -839.2347966 ],[5.80001346e+02 5.79998654e+02 3.49509506e-08],0.8054082712760645
0,126,[-953.19801238  600.74403031 -839.2347966 ],[5.80001379e+02 5.79998621e+02 3.69656004e-08],0.8184583208503681
0,127,[-953.19801238  600.74403031 -839.2347966 ],[5.80001412e+02 5.79998588e+02 3.90789850e-08],0.8316131783203672
0,128,[-953.19801238  600.74403031 -839.2347966 ],[5.80001446e+02 5.79998554e+02 4.12950595e-08],0.8448728465282328
0,129,[-953.19801238  600.74403031 -839.2347966 ],[5.80001480e+02 5.79998520e+02 4.36180322e-08],0.858237319789623
0,130,[-953.19801238  600.74403031 -839.2347966 ],[5.80001515e+02 5.79998485e+02 4.60520873e-08],0.8717066009467088
0,131,[-953.19801238  600.74403031 -839.2347966 ],[5.80001551e+02 5.79998449e+02 4.86016490e-08],0.8852806871573192
0,132,[-953.19801238  600.74403031 -839.2347966 ],[5.80001587e+02 5.79998413e+02 5.12712386e-08],0.8989595784214542
0,133,[-953.19801238  600.74403031 -839.2347966 ],[5.80001623e+02 5.79998377e+02 5.40654987e-08],0.9127432804234558
0,134,[-953.19801238  600.74403031 -839.2347966 ],[5.80001660e+02 5.79998340e+02 5.69892339e-08],0.926631784636811
0,135,[-953.19801238  600.74403031 -839.2347966 ],[5.80001698e+02 5.79998302e+02 6.00475220e-08],0.9406250939036908
0,136,[-953.19801238  600.74403031 -839.2347966 ],[5.80001736e+02 5.79998264e+02 6.32452729e-08],0.9547232110662661
0,137,[-953.19801238  600.74403031 -839.2347966 ],[5.80001775e+02 5.79998225e+02 6.65880038e-08],0.9689261304401952
0,138,[-953.19801238  600.74403031 -839.2347966 ],[5.80001814e+02 5.79998186e+02 7.00810210e-08],0.9832338548676488
0,139,[-953.19801238  600.74403031 -839.2347966 ],[5.80001854e+02 5.79998146e+02 7.37299243e-08],0.9976463843486271
0,140,[-953.19801238  600.74403031 -839.2347966 ],[5.80001894e+02 5.79998106e+02 7.75403460e-08],1.0121637160409591
0,141,[-953.19801238  600.74403031 -839.2347966 ],[5.80001936e+02 5.79998064e+02 8.15184412e-08],1.0267858499446447
0,142,[-953.19801238  600.74403031 -839.2347966 ],[5.80001977e+02 5.79998023e+02 8.56700690e-08],1.041512791744026
0,143,[-953.19801238  600.74403031 -839.2347966 ],[5.80002019e+02 5.79997981e+02 9.00015528e-08],1.0563445329125898
0,144,[-953.19801238  600.74403031 -839.2347966 ],[5.80002062e+02 5.79997938e+02 9.45195419e-08],1.0712810762925074
0,145,[-953.19801238  600.74403031 -839.2347966 ],[5.80002106e+02 5.79997894e+02 9.92305333e-08],1.0863224218837786
0,146,[-953.19801238  600.74403031 -839.2347966 ],[5.80002150e+02 5.79997850e+02 1.04141321e-07],1.1014685696864035
0,147,[-953.19801238  600.74403031 -839.2347966 ],[5.80002194e+02 5.79997806e+02 1.09258947e-07],1.1167195168582111
0,148,[-953.19801238  600.74403031 -839.2347966 ],[5.80002240e+02 5.79997760e+02 1.14590599e-07],1.1320752662413724
0,149,[-953.19801238  600.74403031 -839.2347966 ],[5.80002286e+02 5.79997714e+02 1.20143714e-07],1.1475358178358874
0,150,[-953.19801238  600.74403031 -839.2347966 ],[5.80002332e+02 5.79997668e+02 1.25925882e-07],1.1631011687995851
0,151,[-953.19801238  600.74403031 -839.2347966 ],[5.80002379e+02 5.79997621e+02 1.31944991e-07],1.1787713191324656
0,152,[-953.19801238  600.74403031 -839.2347966 ],[5.80002427e+02 5.79997573e+02 1.38209007e-07],1.1945462688345287
0,153,[-953.19801238  600.74403031 -839.2347966 ],[5.80002476e+02 5.79997524e+02 1.44726151e-07],1.2104260179057746
0,154,[-953.19801238  600.74403031 -839.2347966 ],[5.80002525e+02 5.79997475e+02 1.51504894e-07],1.2264105663462033
0,155,[-953.19801238  600.74403031 -839.2347966 ],[5.80002574e+02 5.79997426e+02 1.58553923e-07],1.2424999113136437
0,156,[-953.19801238  600.74403031 -839.2347966 ],[5.80002625e+02 5.79997375e+02 1.65882264e-07],1.2586940528080959
0,157,[-953.19801238  600.74403031 -839.2347966 ],[5.80002676e+02 5.79997324e+02 1.73499044e-07],1.2749929965139017
0,158,[-953.19801238  600.74403031 -839.2347966 ],[5.80002727e+02 5.79997273e+02 1.81413629e-07],1.2913967339045485
0,159,[-953.19801238  600.74403031 -839.2347966 ],[5.80002780e+02 5.79997220e+02 1.89635608e-07],1.307905270664378
0,160,[-953.19801238  600.74403031 -839.2347966 ],[5.80002833e+02 5.79997167e+02 1.98174949e-07],1.3245186011090482
0,161,[-953.19801238  600.74403031 -839.2347966 ],[5.80002886e+02 5.79997114e+02 2.07041698e-07],1.3412367309229012
0,162,[-953.19801238  600.74403031 -839.2347966 ],[5.80002941e+02 5.79997059e+02 2.16246328e-07],1.3580596544215948
0,163,[-953.19801238  600.74403031 -839.2347966 ],[5.80002996e+02 5.79997004e+02 2.25799590e-07],1.3749873716051295
0,164,[-953.19801238  600.74403031 -839.2347966 ],[5.80003051e+02 5.79996949e+02 2.35712244e-07],1.392019885315676
0,165,[-953.19801238  600.74403031 -839.2347966 ],[5.80003108e+02 5.79996892e+02 2.45995513e-07],1.4091571955532343
0,166,[-953.19801238  600.74403031 -839.2347966 ],[5.80003165e+02 5.79996835e+02 2.56660967e-07],1.4263992966334624
0,167,[-953.19801238  600.74403031 -839.2347966 ],[5.80003222e+02 5.79996778e+02 2.67720310e-07],1.4437461942407024
0,168,[-953.19801238  600.74403031 -839.2347966 ],[5.80003281e+02 5.79996719e+02 2.79185598e-07],1.4611978798484413
0,169,[-953.19801238  600.74403031 -839.2347966 ],[5.80003340e+02 5.79996660e+02 2.91069101e-07],1.478754364825363
0,170,[-953.19801238  600.74403031 -839.2347966 ],[5.80003400e+02 5.79996600e+02 3.03383659e-07],1.4964156349606126
0,171,[-953.19801238  600.74403031 -839.2347966 ],[5.80003460e+02 5.79996540e+02 3.16141979e-07],1.514181701622874
0,172,[-953.19801238  600.74403031 -839.2347966 ],[5.80003522e+02 5.79996478e+02 3.29357377e-07],1.5320525562856344
0,173,[-953.19801238  600.74403031 -839.2347966 ],[5.80003584e+02 5.79996416e+02 3.43043431e-07],1.5500282074754066
0,174,[-953.19801238  600.74403031 -839.2347966 ],[5.80003646e+02 5.79996354e+02 3.57214137e-07],1.5681086466656777
0,175,[-953.19801238  600.74403031 -839.2347966 ],[5.80003710e+02 5.79996290e+02 3.71883626e-07],1.5862938738564478
0,176,[-953.19801238  600.74403031 -839.2347966 ],[5.80003774e+02 5.79996226e+02 3.87066465e-07],1.6045838918898878
0,177,[-953.19801238  600.74403031 -839.2347966 ],[5.80003839e+02 5.79996161e+02 4.02777464e-07],1.6229786979238268
0,178,[-953.19801238  600.74403031 -839.2347966 ],[5.80003905e+02 5.79996095e+02 4.19031935e-07],1.6414782948004356
0,179,[-953.19801238  600.74403031 -839.2347966 ],[5.80003971e+02 5.79996029e+02 4.35845396e-07],1.6600826796775434
0,180,[-953.19801238  600.74403031 -839.2347966 ],[5.80004038e+02 5.79995962e+02 4.53233770e-07],1.6787918525551502
0,181,[-953.19801238  600.74403031 -839.2347966 ],[5.80004106e+02 5.79995894e+02 4.71213305e-07],1.697605813433256
0,182,[-953.19801238  600.74403031 -839.2347966 ],[5.80004175e+02 5.79995825e+02 4.89800737e-07],1.7165245566275187
0,183,[-953.19801238  600.74403031 -839.2347966 ],[5.80004244e+02 5.79995756e+02 5.09013152e-07],1.7355480906644514
0,184,[-953.19801238  600.74403031 -839.2347966 ],[5.80004314e+02 5.79995686e+02 5.28867961e-07],1.754676409859712
0,185,[-953.19801238  600.74403031 -839.2347966 ],[5.80004385e+02 5.79995615e+02 5.49382871e-07],1.7739095142133008
0,186,[-953.19801238  600.74403031 -839.2347966 ],[5.80004457e+02 5.79995543e+02 5.70575993e-07],1.7932474037252175
0,187,[-953.19801238  600.74403031 -839.2347966 ],[5.80004530e+02 5.79995470e+02 5.92466119e-07],1.8126900783954623
0,188,[-953.19801238  600.74403031 -839.2347966 ],[5.80004603e+02 5.79995397e+02 6.15072076e-07],1.832237535381864
0,189,[-953.19801238  600.74403031 -839.2347966 ],[5.80004677e+02 5.79995323e+02 6.38413256e-07],1.851889777526594
0,190,[-953.19801238  600.74403031 -839.2347966 ],[5.80004752e+02 5.79995248e+02 6.62509543e-07],1.8716468019874808
0,191,[-953.19801238  600.74403031 -839.2347966 ],[5.80004827e+02 5.79995172e+02 6.87381260e-07],1.8915086116066957
0,192,[-953.19801238  600.74403031 -839.2347966 ],[5.80004904e+02 5.79995096e+02 7.13048909e-07],1.9114752006998967
0,193,[-953.19801238  600.74403031 -839.2347966 ],[5.80004981e+02 5.79995019e+02 7.39533803e-07],1.931546569267084
0,194,[-953.19801238  600.74403031 -839.2347966 ],[5.80005059e+02 5.79994941e+02 7.66857378e-07],1.951722722992599
0,195,[-953.19801238  600.74403031 -839.2347966 ],[5.80005138e+02 5.79994862e+02 7.95041719e-07],1.9720036561921004
0,196,[-953.19801238  600.74403031 -839.2347966 ],[5.80005218e+02 5.79994782e+02 8.24109285e-07],1.9923893688655878
0,197,[-953.19801238  600.74403031 -839.2347966 ],[5.80005298e+02 5.79994702e+02 8.54083027e-07],2.0128798610130616
0,198,[-953.19801238  600.74403031 -839.2347966 ],[5.80005380e+02 5.79994620e+02 8.84986352e-07],2.0334751326345213
0,199,[-953.19801238  600.74403031 -839.2347966 ],[5.80005462e+02 5.79994538e+02 9.16843133e-07],2.054175180887796
0,200,[-953.19801238  600.74403031 -839.2347966 ],[5.80005545e+02 5.79994455e+02 9.49677662e-07],2.074980008615057
0,201,[-953.19801238  600.74403031 -839.2347966 ],[5.80005629e+02 5.79994371e+02 9.83515051e-07],2.0958896158163043
0,202,[-953.19801238  600.74403031 -839.2347966 ],[5.80005713e+02 5.79994287e+02 1.01838052e-06],2.1169039968071957
0,203,[-953.19801238  600.74403031 -839.2347966 ],[5.80005799e+02 5.79994201e+02 1.05430001e-06],2.138023154429902
0,204,[-953.19801238  600.74403031 -839.2347966 ],[5.80005885e+02 5.79994115e+02 1.09130009e-06],2.159247088684424
0,205,[-953.19801238  600.74403031 -839.2347966 ],[5.80005972e+02 5.79994027e+02 1.12940759e-06],2.180575799570761
0,206,[-953.19801238  600.74403031 -839.2347966 ],[5.80006061e+02 5.79993939e+02 1.16864987e-06],2.202009284246742
0,207,[-953.19801238  600.74403031 -839.2347966 ],[5.80006149e+02 5.79993850e+02 1.20905509e-06],2.2235475398701965
0,208,[-953.19801238  600.74403031 -839.2347966 ],[5.80006239e+02 5.79993761e+02 1.25065172e-06],2.245190574967637
0,209,[-953.19801238  600.74403031 -839.2347966 ],[5.80006330e+02 5.79993670e+02 1.29346903e-06],2.26693837817038
0,210,[-953.19801238  600.74403031 -839.2347966 ],[5.80006422e+02 5.79993578e+02 1.33753662e-06],2.288790955162767
0,211,[-953.19801238  600.74403031 -839.2347966 ],[5.80006514e+02 5.79993486e+02 1.38288481e-06],2.3107483059447986
0,212,[-953.19801238  600.74403031 -839.2347966 ],[5.80006607e+02 5.79993393e+02 1.42954452e-06],2.3328104276743034
0,213,[-953.19801238  600.74403031 -839.2347966 ],[5.80006701e+02 5.79993298e+02 1.47754721e-06],2.3549773203512814
0,214,[-953.19801238  600.74403031 -839.2347966 ],[5.80006797e+02 5.79993203e+02 1.52692492e-06],2.3772489811335618
0,215,[-953.19801238  600.74403031 -839.2347966 ],[5.80006893e+02 5.79993107e+02 1.57771019e-06],2.3996254128633154
0,216,[-953.19801238  600.74403031 -839.2347966 ],[5.80006989e+02 5.79993010e+02 1.62993634e-06],2.4221066155405424
