pind,nstep,position,velocity,acceleration
0,2005,[-953.19801238  600.74403031 -839.2347966 ],[585.11445621 574.75909255   9.64669147],142.80488693430016
0,2006,[-953.19801238  600.74403031 -839.2347966 ],[585.12016362 574.75272765   9.67967846],142.68526201703935
0,2007,[-953.19801238  600.74403031 -839.2347966 ],[585.1258662  574.74636408   9.71275867],142.5643141033106
0,2008,[-953.19801238  600.74403031 -839.2347966 ],[585.13156388 574.74000188   9.74593229],142.44203805446887
0,2009,[-953.19801238  600.74403031 -839.2347966 ],[585.13725661 574.73364107   9.7791995 ],142.31842873186906
0,2010,[-953.19801238  600.74403031 -839.2347966 ],[585.14294435 574.7272817    9.81256051],142.19348097697093
0,2011,[-953.19801238  600.74403031 -839.2347966 ],[585.14862704 574.7209238    9.8460155 ],142.0671896227077
0,2012,[-953.19801238  600.74403031 -839.2347966 ],[585.15430462 574.7145674    9.87956468],141.93954948495957
0,2013,[-953.19801238  600.74403031 -839.2347966 ],[585.15997705 574.70821254   9.91320823],141.8105553739224
0,2014,[-953.19801238  600.74403031 -839.2347966 ],[585.16564425 574.70185927   9.94694635],141.6802020855812
0,2015,[-953.19801238  600.74403031 -839.2347966 ],[585.17130619 574.6955076    9.98077924],141.5484843988679
0,2016,[-953.19801238  600.74403031 -839.2347966 ],[585.17696281 574.68915758  10.01470709],141.41539708703021
0,2017,[-953.19801238  600.74403031 -839.2347966 ],[585.18261405 574.68280924  10.04873009],141.28093490342053
0,2018,[-953.19801238  600.74403031 -839.2347966 ],[585.18825985 574.67646263  10.08284844],141.1450926013913
0,2019,[-953.19801238  600.74403031 -839.2347966 ],[585.19390016 574.67011777  10.11706234],141.00786491439976
0,2020,[-953.19801238  600.74403031 -839.2347966 ],[585.19953493 574.66377471  10.15137197],140.86924655885014
0,2021,[-953.19801238  600.74403031 -839.2347966 ],[585.2051641  574.65743347  10.18577755],140.72923225114664
0,2022,[-953.19801238  600.74403031 -839.2347966 ],[585.21078762 574.6510941   10.22027925],140.5878166877983
0,2023,[-953.19801238  600.74403031 -839.2347966 ],[585.21640542 574.64475663  10.25487728],140.44499455394543
0,2024,[-953.19801238  600.74403031 -839.2347966 ],[585.22201745 574.6384211   10.28957184],140.3007605233597
0,2025,[-953.19801238  600.74403031 -839.2347966 ],[585.22762365 574.63208755  10.32436311],140.15510926128627
0,2026,[-953.19801238  600.74403031 -839.2347966 ],[585.23322397 574.62575601  10.3592513 ],140.00803541591722
0,2027,[-953.19801238  600.74403031 -839.2347966 ],[585.23881835 574.61942652  10.3942366 ],139.85953362691816
0,2028,[-953.19801238  600.74403031 -839.2347966 ],[585.24440674 574.61309912  10.42931921],139.70959851974385
0,2029,[-953.19801238  600.74403031 -839.2347966 ],[585.24998907 574.60677385  10.46449932],139.55822470563817
0,2030,[-953.19801238  600.74403031 -839.2347966 ],[585.25556528 574.60045074  10.49977713],139.405406795845
0,2031,[-953.19801238  600.74403031 -839.2347966 ],[585.26113533 574.59412982  10.53515284],139.25113937318656
0,2032,[-953.19801238  600.74403031 -839.2347966 ],[585.26669915 574.58781115  10.57062664],139.09541702332717
0,2033,[-953.19801238  600.74403031 -839.2347966 ],[585.27225667 574.58149476  10.60619874],138.93823430919383
0,2034,[-953.19801238  600.74403031 -839.2347966 ],[585.27780786 574.57518067  10.64186932],138.779585785187
0,2035,[-953.19801238  600.74403031 -839.2347966 ],[585.28335264 574.56886894  10.67763859],138.61946600002284
0,2036,[-953.19801238  600.74403031 -839.2347966 ],[585.28889095 574.56255961  10.71350673],138.45786948252226
0,2037,[-953.19801238  600.74403031 -839.2347966 ],[585.29442274 574.5562527   10.74947396],138.29479075582185
0,2038,[-953.19801238  600.74403031 -839.2347966 ],[585.29994795 574.54994826  10.78554047],138.13022432316302
0,2039,[-953.19801238  600.74403031 -839.2347966 ],[585.30546652 574.54364633  10.82170645],137.964164684945
0,2040,[-953.19801238  600.74403031 -839.2347966 ],[585.31097838 574.53734694  10.8579721 ],137.7966063301983
0,2041,[-953.19801238  600.74403031 -839.2347966 ],[585.31648348 574.53105013  10.89433762],137.62754372521613
0,2042,[-953.19801238  600.74403031 -839.2347966 ],[585.32198176 574.52475596  10.93080321],137.45697133913382
0,2043,[-953.19801238  600.74403031 -839.2347966 ],[585.32747316 574.51846444  10.96736906],137.28488361834934
0,2044,[-953.19801238  600.74403031 -839.2347966 ],[585.33295761 574.51217562  11.00403538],137.11127500073417
0,2045,[-953.19801238  600.74403031 -839.2347966 ],[585.33843506 574.50588955  11.04080236],136.93613991847542
0,2046,[-953.19801238  600.74403031 -839.2347966 ],[585.34390543 574.49960626  11.07767019],136.7594727867072
0,2047,[-953.19801238  600.74403031 -839.2347966 ],[585.34936869 574.49332579  11.11463909],136.58126800635273
0,2048,[-953.19801238  600.74403031 -839.2347966 ],[585.35482475 574.48704818  11.15170924],136.4015199754931
0,2049,[-953.19801238  600.74403031 -839.2347966 ],[585.36027356 574.48077347  11.18888085],136.22022307515635
0,2050,[-953.19801238  600.74403031 -839.2347966 ],[585.36571505 574.4745017   11.22615411],136.03737167215968
0,2051,[-953.19801238  600.74403031 -839.2347966 ],[585.37114917 574.46823292  11.26352922],135.8529601304781
0,2052,[-953.19801238  600.74403031 -839.2347966 ],[585.37657585 574.46196715  11.30100639],135.6669827970336
0,2053,[-953.19801238  600.74403031 -839.2347966 ],[585.38199503 574.45570445  11.3385858 ],135.4794340073795
0,2054,[-953.19801238  600.74403031 -839.2347966 ],[585.38740664 574.44944485  11.37626766],135.2903080885426
0,2055,[-953.19801238  600.74403031 -839.2347966 ],[585.39281062 574.44318839  11.41405217],135.09959935333882
0,2056,[-953.19801238  600.74403031 -839.2347966 ],[585.39820691 574.43693511  11.45193952],134.90730210321544
0,2057,[-953.19801238  600.74403031 -839.2347966 ],[585.40359545 574.43068507  11.48992992],134.71341063393538
0,2058,[-953.19801238  600.74403031 -839.2347966 ],[585.40897617 574.42443828  11.52802357],134.51791922420853
0,2059,[-953.19801238  600.74403031 -839.2347966 ],[585.414349   574.41819481  11.56622066],134.32082214421825
0,2060,[-953.19801238  600.74403031 -839.2347966 ],[585.41971388 574.41195468  11.60452139],134.1221136584636
0,2061,[-953.19801238  600.74403031 -839.2347966 ],[585.42507076 574.40571794  11.64292596],133.92178800870624
0,2062,[-953.19801238  600.74403031 -839.2347966 ],[585.43041955 574.39948464  11.68143458],133.7198394310235
0,2063,[-953.19801238  600.74403031 -839.2347966 ],[585.4357602  574.39325481  11.72004744],133.51626215580836
0,2064,[-953.19801238  600.74403031 -839.2347966 ],[585.44109264 574.38702849  11.75876473],133.3110503964008
0,2065,[-953.19801238  600.74403031 -839.2347966 ],[585.44641681 574.38080573  11.79758667],133.10419835761422
0,2066,[-953.19801238  600.74403031 -839.2347966 ],[585.45173264 574.37458657  11.83651346],132.89570023289343
0,2067,[-953.19801238  600.74403031 -839.2347966 ],[585.45704006 574.36837106  11.87554528],132.6855502043145
0,2068,[-953.19801238  600.74403031 -839.2347966 ],[585.46233901 574.36215922  11.91468234],132.47374244542698
0,2069,[-953.19801238  600.74403031 -839.2347966 ],[585.46762942 574.35595112  11.95392484],132.26027111841177
0,2070,[-953.19801238  600.74403031 -839.2347966 ],[585.47291123 574.34974678  11.99327298],132.04513037123888
0,2071,[-953.19801238  600.74403031 -839.2347966 ],[585.47818436 574.34354625  12.03272696],131.82831434619402
0,2072,[-953.19801238  600.74403031 -839.2347966 ],[585.48344875 574.33734958  12.07228698],131.60981717703635
0,2073,[-953.19801238  600.74403031 -839.2347966 ],[585.48870434 574.33115681  12.11195325],131.38963297762984
0,2074,[-953.19801238  600.74403031 -839.2347966 ],[585.49395105 574.32496798  12.15172595],131.16775585615414
0,2075,[-953.19801238  600.74403031 -839.2347966 ],[585.49918881 574.31878313  12.19160529],130.94417991510454
0,2076,[-953.19801238  600.74403031 -839.2347966 ],[585.50441757 574.31260231  12.23159147],130.71889924276547
0,2077,[-953.19801238  600.74403031 -839.2347966 ],[585.50963725 574.30642557  12.2716847 ],130.49190791036835
0,2078,[-953.19801238  600.74403031 -839.2347966 ],[585.51484777 574.30025293  12.31188517],130.26319999482894
0,2079,[-953.19801238  600.74403031 -839.2347966 ],[585.52004908 574.29408446  12.35219307],130.03276954748344
0,2080,[-953.19801238  600.74403031 -839.2347966 ],[585.52524111 574.28792019  12.39260862],129.8006106168259
0,2081,[-953.19801238  600.74403031 -839.2347966 ],[585.53042378 574.28176017  12.43313202],129.5667172399817
0,2082,[-953.19801238  600.74403031 -839.2347966 ],[585.53559702 574.27560443  12.47376345],129.3310834427075
0,2083,[-953.19801238  600.74403031 -839.2347966 ],[585.54076077 574.26945304  12.51450313],129.0937032479178
0,2084,[-953.19801238  600.74403031 -839.2347966 ],[585.54591495 574.26330602  12.55535126],128.85457065578976
0,2085,[-953.19801238  600.74403031 -839.2347966 ],[585.5510595  574.25716342  12.59630803],128.61367966365833
0,2086,[-953.19801238  600.74403031 -839.2347966 ],[585.55619434 574.2510253   12.63737364],128.37102426317415
0,2087,[-953.19801238  600.74403031 -839.2347966 ],[585.5613194  574.24489169  12.6785483 ],128.12659842609264
0,2088,[-953.19801238  600.74403031 -839.2347966 ],[585.56643462 574.23876264  12.71983221],127.88039612416922
0,2089,[-953.19801238  600.74403031 -839.2347966 ],[585.57153992 574.23263819  12.76122556],127.63241131779067
0,2090,[-953.19801238  600.74403031 -839.2347966 ],[585.57663522 574.22651839  12.80272856],127.38263794744852
0,2091,[-953.19801238  600.74403031 -839.2347966 ],[585.58172046 574.22040329  12.84434141],127.13106995931865
0,2092,[-953.19801238  600.74403031 -839.2347966 ],[585.58679557 574.21429292  12.88606431],126.87770127399743
0,2093,[-953.19801238  600.74403031 -839.2347966 ],[585.59186047 574.20818735  12.92789746],126.62252582060772
0,2094,[-953.19801238  600.74403031 -839.2347966 ],[585.5969151  574.2020866   12.96984106],126.36553750269285
0,2095,[-953.19801238  600.74403031 -839.2347966 ],[585.60195936 574.19599073  13.01189532],126.1067302266383
0,2096,[-953.19801238  600.74403031 -839.2347966 ],[585.60699321 574.18989978  13.05406042],125.84609787609223
0,2097,[-953.19801238  600.74403031 -839.2347966 ],[585.61201655 574.18381381  13.09633658],125.58363434038709
0,2098,[-953.19801238  600.74403031 -839.2347966 ],[585.61702933 574.17773284  13.13872399],125.31933348896017
0,2099,[-953.19801238  600.74403031 -839.2347966 ],[585.62203145 574.17165695  13.18122286],125.05318918556439
0,2100,[-953.19801238  600.74403031 -839.2347966 ],[585.62702286 574.16558615  13.22383338],124.78519528826835
0,2101,[-953.19801238  600.74403031 -839.2347966 ],[585.63200348 574.15952052  13.26655576],124.5153456409298
0,2102,[-953.19801238  600.74403031 -839.2347966 ],[585.63697322 574.15346009  13.30939019],124.24363407887994
0,2103,[-953.19801238  600.74403031 -839.2347966 ],[585.64193202 574.1474049   13.35233688],123.97005443176566
0,2104,[-953.19801238  600.74403031 -839.2347966 ],[585.64687981 574.14135501  13.39539603],123.69460051786517
0,2105,[-953.19801238  600.74403031 -839.2347966 ],[585.6518165  574.13531047  13.43856784],123.41726614693015
0,2106,[-953.19801238  600.74403031 -839.2347966 ],[585.65674202 574.12927131  13.48185251],123.13804512302794
0,2107,[-953.19801238  600.74403031 -839.2347966 ],[585.6616563  574.1232376   13.52525024],122.8569312388572
0,2108,[-953.19801238  600.74403031 -839.2347966 ],[585.66655925 574.11720937  13.56876124],122.57391827290574
0,2109,[-953.19801238  600.74403031 -839.2347966 ],[585.67145081 574.11118667  13.61238569],122.28900000934571
0,2110,[-953.19801238  600.74403031 -839.2347966 ],[585.6763309  574.10516955  13.6561238 ],122.00217021245406
0,2111,[-953.19801238  600.74403031 -839.2347966 ],[585.68119944 574.09915806  13.69997578],121.7134226408234
0,2112,[-953.19801238  600.74403031 -839.2347966 ],[585.68605635 574.09315225  13.74394183],121.42275104736198
0,2113,[-953.19801238  600.74403031 -839.2347966 ],[585.69090155 574.08715217  13.78802214],121.13014917076724
0,2114,[-953.19801238  600.74403031 -839.2347966 ],[585.69573498 574.08115785  13.83221691],120.8356107468944
0,2115,[-953.19801238  600.74403031 -839.2347966 ],[585.70055654 574.07516936  13.87652635],120.53912950591437
0,2116,[-953.19801238  600.74403031 -839.2347966 ],[585.70536617 574.06918675  13.92095065],120.2406991637872
0,2117,[-953.19801238  600.74403031 -839.2347966 ],[585.71016378 574.06321005  13.96549002],119.94031343078858
0,2118,[-953.19801238  600.74403031 -839.2347966 ],[585.7149493  574.05723932  14.01014466],119.6379660086677
0,2119,[-953.19801238  600.74403031 -839.2347966 ],[585.71972265 574.0512746   14.05491476],119.3336505963316
0,2120,[-953.19801238  600.74403031 -839.2347966 ],[585.72448374 574.04531595  14.09980054],119.02736087563424
0,2121,[-953.19801238  600.74403031 -839.2347966 ],[585.72923251 574.03936342  14.14480218],118.71909052842965
0,2122,[-953.19801238  600.74403031 -839.2347966 ],[585.73396886 574.03341706  14.18991989],118.40883323088745
0,2123,[-953.19801238  600.74403031 -839.2347966 ],[585.73869272 574.0274769   14.23515386],118.09658263928212
0,2124,[-953.19801238  600.74403031 -839.2347966 ],[585.74340402 574.02154302  14.28050431],117.78233241557244
0,2125,[-953.19801238  600.74403031 -839.2347966 ],[585.74810266 574.01561544  14.32597142],117.46607621034853
0,2126,[-953.19801238  600.74403031 -839.2347966 ],[585.75278857 574.00969423  14.3715554 ],117.147807665674
0,2127,[-953.19801238  600.74403031 -839.2347966 ],[585.75746167 574.00377944  14.41725645],116.82752041792808
0,2128,[-953.19801238  600.74403031 -839.2347966 ],[585.76212188 573.99787111  14.46307477],116.50520809496355
0,2129,[-953.19801238  600.74403031 -839.2347966 ],[585.76676912 573.99196929  14.50901056],116.18086431610662
0,2130,[-953.19801238  600.74403031 -839.2347966 ],[585.7714033  573.98607404  14.55506402],115.85448269499919
0,2131,[-953.19801238  600.74403031 -839.2347966 ],[585.77602434 573.98018541  14.60123534],115.52605684528315
0,2132,[-953.19801238  600.74403031 -839.2347966 ],[585.78063216 573.97430344  14.64752473],115.19558036354736
0,2133,[-953.19801238  600.74403031 -839.2347966 ],[585.78522668 573.96842818  14.69393239],114.86304684353853
0,2134,[-953.19801238  600.74403031 -839.2347966 ],[585.78980782 573.9625597   14.74045852],114.52844987900333
0,2135,[-953.19801238  600.74403031 -839.2347966 ],[585.79437549 573.95669803  14.78710331],114.19178304663545
0,2136,[-953.19801238  600.74403031 -839.2347966 ],[585.79892961 573.95084324  14.83386697],113.85303992028638
0,2137,[-953.19801238  600.74403031 -839.2347966 ],[585.8034701  573.94499537  14.88074969],113.51221407096544
0,2138,[-953.19801238  600.74403031 -839.2347966 ],[585.80799687 573.93915447  14.92775167],113.16929906399763
0,2139,[-953.19801238  600.74403031 -839.2347966 ],[585.81250985 573.93332059  14.97487312],112.82428845049706
0,2140,[-953.19801238  600.74403031 -839.2347966 ],[585.81700893 573.92749379  15.02211423],112.47717578157788
0,2141,[-953.19801238  600.74403031 -839.2347966 ],[585.82149405 573.92167412  15.0694752 ],112.12795460835422
0,2142,[-953.19801238  600.74403031 -839.2347966 ],[585.82596512 573.91586163  15.11695623],111.776618462045
0,2143,[-953.19801238  600.74403031 -839.2347966 ],[585.83042204 573.91005637  15.16455752],111.42316087671132
0,2144,[-953.19801238  600.74403031 -839.2347966 ],[585.83486474 573.9042584   15.21227927],111.06757538357213
0,2145,[-953.19801238  600.74403031 -839.2347966 ],[585.83929314 573.89846776  15.26012167],110.70985550531985
0,2146,[-953.19801238  600.74403031 -839.2347966 ],[585.84370714 573.89268452  15.30808493],110.34999475327821
0,2147,[-953.19801238  600.74403031 -839.2347966 ],[585.84810666 573.88690871  15.35616924],109.98798664161312
0,2148,[-953.19801238  600.74403031 -839.2347966 ],[585.85249161 573.8811404   15.4043748 ],109.62382467596397
0,2149,[-953.19801238  600.74403031 -839.2347966 ],[585.85686191 573.87537964  15.45270181],109.257502359128
0,2150,[-953.19801238  600.74403031 -839.2347966 ],[585.86121747 573.86962648  15.50115047],108.88901318253373
0,2151,[-953.19801238  600.74403031 -839.2347966 ],[585.86555821 573.86388097  15.54972097],108.51835063760971
0,2152,[-953.19801238  600.74403031 -839.2347966 ],[585.86988403 573.85814317  15.59841351],108.14550821578449
0,2153,[-953.19801238  600.74403031 -839.2347966 ],[585.87419485 573.85241313  15.6472283 ],107.77047939427574
0,2154,[-953.19801238  600.74403031 -839.2347966 ],[585.87849058 573.84669091  15.69616552],107.39325765030115
0,2155,[-953.19801238  600.74403031 -839.2347966 ],[585.88277113 573.84097655  15.74522538],107.01383645539407
0,2156,[-953.19801238  600.74403031 -839.2347966 ],[585.88703642 573.83527012  15.79440807],106.63220928393001
0,2157,[-953.19801238  600.74403031 -839.2347966 ],[585.89128635 573.82957166  15.84371379],106.24836958754712
0,2158,[-953.19801238  600.74403031 -839.2347966 ],[585.89552084 573.82388123  15.89314274],105.86231083493657
0,2159,[-953.19801238  600.74403031 -839.2347966 ],[585.89973981 573.81819888  15.94269511],105.47402648057867
0,2160,[-953.19801238  600.74403031 -839.2347966 ],[585.90394315 573.81252467  15.9923711 ],105.08350997042724
0,2161,[-953.19801238  600.74403031 -839.2347966 ],[585.90813078 573.80685866  16.04217091],104.69075475612043
0,2162,[-953.19801238  600.74403031 -839.2347966 ],[585.91230261 573.80120089  16.09209473],104.2957542864542
0,2163,[-953.19801238  600.74403031 -839.2347966 ],[585.91645855 573.79555142  16.14214276],103.89850199317151
0,2164,[-953.19801238  600.74403031 -839.2347966 ],[585.92059851 573.78991031  16.1923152 ],103.49899131369965
0,2165,[-953.19801238  600.74403031 -839.2347966 ],[585.92472239 573.78427761  16.24261224],103.09721568830808
0,2166,[-953.19801238  600.74403031 -839.2347966 ],[585.92883012 573.77865338  16.29303407],102.69316854305542
0,2167,[-953.19801238  600.74403031 -839.2347966 ],[585.9329216  573.77303767  16.3435809 ],102.28684330400027
0,2168,[-953.19801238  600.74403031 -839.2347966 ],[585.93699672 573.76743053  16.39425292],101.87823339435907
0,2169,[-953.19801238  600.74403031 -839.2347966 ],[585.94105542 573.76183203  16.44505033],101.4673322430326
0,2170,[-953.19801238  600.74403031 -839.2347966 ],[585.94509758 573.75624222  16.49597331],101.05413325902644
0,2171,[-953.19801238  600.74403031 -839.2347966 ],[585.94912313 573.75066115  16.54702207],100.63862986271486
0,2172,[-953.19801238  600.74403031 -839.2347966 ],[585.95313196 573.74508887  16.5981968 ],100.22081546594562
0,2173,[-953.19801238  600.74403031 -839.2347966 ],[585.95712399 573.73952546  16.6494977 ],99.80068347772429
0,2174,[-953.19801238  600.74403031 -839.2347966 ],[585.96109912 573.73397095  16.70092495],99.37822730989863
0,2175,[-953.19801238  600.74403031 -839.2347966 ],[585.96505726 573.72842542  16.75247875],98.95344036863206
0,2176,[-953.19801238  600.74403031 -839.2347966 ],[585.96899831 573.7228889   16.80415931],98.52631606008798
0,2177,[-953.19801238  600.74403031 -839.2347966 ],[585.97292218 573.71736147  16.8559668 ],98.09684778190329
0,2178,[-953.19801238  600.74403031 -839.2347966 ],[585.97682878 573.71184317  16.90790143],97.66502893455707
0,2179,[-953.19801238  600.74403031 -839.2347966 ],[585.98071802 573.70633407  16.95996339],97.23085292137056
0,2180,[-953.19801238  600.74403031 -839.2347966 ],[585.98458979 573.70083422  17.01215287],96.79431313713847
0,2181,[-953.19801238  600.74403031 -839.2347966 ],[585.98844401 573.69534367  17.06447007],96.35540297949773
0,2182,[-953.19801238  600.74403031 -839.2347966 ],[585.99228057 573.68986249  17.11691518],95.91411584324304
0,2183,[-953.19801238  600.74403031 -839.2347966 ],[585.99609939 573.68439073  17.16948838],95.47044512316914
0,2184,[-953.19801238  600.74403031 -839.2347966 ],[585.99990036 573.67892845  17.22218989],95.02438420838642
0,2185,[-953.19801238  600.74403031 -839.2347966 ],[586.0036834  573.67347571  17.27501987],94.57592649937395
0,2186,[-953.19801238  600.74403031 -839.2347966 ],[586.0074484  573.66803256  17.32797854],94.1250653767156
0,2187,[-953.19801238  600.74403031 -839.2347966 ],[586.01119527 573.66259905  17.38106608],93.67179423804826
0,2188,[-953.19801238  600.74403031 -839.2347966 ],[586.01492392 573.65717526  17.43428268],93.21610647248234
0,2189,[-953.19801238  600.74403031 -839.2347966 ],[586.01863424 573.65176124  17.48762853],92.75799547197037
0,2190,[-953.19801238  600.74403031 -839.2347966 ],[586.02232614 573.64635704  17.54110383],92.29745462278059
0,2191,[-953.19801238  600.74403031 -839.2347966 ],[586.02599952 573.64096272  17.59470877],91.83447731686555
0,2192,[-953.19801238  600.74403031 -839.2347966 ],[586.02965428 573.63557835  17.64844353],91.36905695186213
0,2193,[-953.19801238  600.74403031 -839.2347966 ],[586.03329033 573.63020397  17.70230831],90.90118690551206
0,2194,[-953.19801238  600.74403031 -839.2347966 ],[586.03690756 573.62483966  17.7563033 ],90.43086058113657
0,2195,[-953.19801238  600.74403031 -839.2347966 ],[586.04050588 573.61948546  17.81042869],89.95807135931953
0,2196,[-953.19801238  600.74403031 -839.2347966 ],[586.0440852  573.61414143  17.86468467],89.48281263769785
0,2197,[-953.19801238  600.74403031 -839.2347966 ],[586.0476454  573.60880764  17.91907143],89.00507781390841
0,2198,[-953.19801238  600.74403031 -839.2347966 ],[586.05118639 573.60348414  17.97358915],88.52486027706162
0,2199,[-953.19801238  600.74403031 -839.2347966 ],[586.05470808 573.598171    18.02823803],88.04215342479436
0,2200,[-953.19801238  600.74403031 -839.2347966 ],[586.05821036 573.59286826  18.08301826],87.55695065758572
0,2201,[-953.19801238  600.74403031 -839.2347966 ],[586.06169313 573.587576    18.13793002],87.0692453702304
0,2202,[-953.19801238  600.74403031 -839.2347966 ],[586.06515629 573.58229427  18.1929735 ],86.57903096320752
0,2203,[-953.19801238  600.74403031 -839.2347966 ],[586.06859974 573.57702313  18.2481489 ],86.08630083983826
0,2204,[-953.19801238  600.74403031 -839.2347966 ],[586.07202338 573.57176264  18.30345639],85.59104840628606
0,2205,[-953.19801238  600.74403031 -839.2347966 ],[586.07542711 573.56651285  18.35889617],85.09326706303
0,2206,[-953.19801238  600.74403031 -839.2347966 ],[586.07881083 573.56127384  18.41446843],84.59295022760216
0,2207,[-953.19801238  600.74403031 -839.2347966 ],[586.08217443 573.55604565  18.47017335],84.09009130616596
0,2208,[-953.19801238  600.74403031 -839.2347966 ],[586.08551782 573.55082836  18.52601111],83.58468371341132
0,2209,[-953.19801238  600.74403031 -839.2347966 ],[586.08884089 573.54562201  18.58198191],83.07672086971252
0,2210,[-953.19801238  600.74403031 -839.2347966 ],[586.09214354 573.54042668  18.63808593],82.56619618975947
0,2211,[-953.19801238  600.74403031 -839.2347966 ],[586.09542566 573.53524241  18.69432336],82.05310309961078
0,2212,[-953.19801238  600.74403031 -839.2347966 ],[586.09868716 573.53006928  18.75069438],81.5374350224829
0,2213,[-953.19801238  600.74403031 -839.2347966 ],[586.10192793 573.52490734  18.80719918],81.0191853958031
0,2214,[-953.19801238  600.74403031 -839.2347966 ],[586.10514786 573.51975665  18.86383794],80.49834764563002
0,2215,[-953.19801238  600.74403031 -839.2347966 ],[586.10834686 573.51461727  18.92061085],79.97491521507527
0,2216,[-953.19801238  600.74403031 -839.2347966 ],[586.11152481 573.50948927  18.97751809],79.44888154440832
0,2217,[-953.19801238  600.74403031 -839.2347966 ],[586.11468162 573.50437271  19.03455985],78.92024007389864
0,2218,[-953.19801238  600.74403031 -839.2347966 ],[586.11781718 573.49926764  19.09173631],78.38898426086871
0,2219,[-953.19801238  600.74403031 -839.2347966 ],[586.12093139 573.49417413  19.14904765],77.85510755695668
0,2220,[-953.19801238  600.74403031 -839.2347966 ],[586.12402413 573.48909224  19.20649406],77.31860342232721
0,2221,[-953.19801238  600.74403031 -839.2347966 ],[586.12709531 573.48402204  19.26407572],76.77946532282931
0,2222,[-953.19801238  600.74403031 -839.2347966 ],[586.13014482 573.47896357  19.32179282],76.23768672431197
0,2223,[-953.19801238  600.74403031 -839.2347966 ],[586.13317255 573.47391691  19.37964552],75.69326110399288
0,2224,[-953.19801238  600.74403031 -839.2347966 ],[586.13617839 573.46888212  19.43763403],75.1461819419319
0,2225,[-953.19801238  600.74403031 -839.2347966 ],[586.13916225 573.46385926  19.49575851],74.59644272955757
0,2226,[-953.19801238  600.74403031 -839.2347966 ],[586.14212401 573.45884839  19.55401915],74.04403694977191
0,2227,[-953.19801238  600.74403031 -839.2347966 ],[586.14506357 573.45384957  19.61241614],73.48895810537215
0,2228,[-953.19801238  600.74403031 -839.2347966 ],[586.14798082 573.44886286  19.67094964],72.93119969915551
0,2229,[-953.19801238  600.74403031 -839.2347966 ],[586.15087565 573.44388834  19.72961985],72.37075524528791
0,2230,[-953.19801238  600.74403031 -839.2347966 ],[586.15374796 573.43892606  19.78842694],71.80761825509308
0,2231,[-953.19801238  600.74403031 -839.2347966 ],[586.15659763 573.43397608  19.84737108],71.24178225694777
0,2232,[-953.19801238  600.74403031 -839.2347966 ],[586.15942456 573.42903846  19.90645247],70.67324078207093
0,2233,[-953.19801238  600.74403031 -839.2347966 ],[586.16222864 573.42411328  19.96567128],70.10198736736584
0,2234,[-953.19801238  600.74403031 -839.2347966 ],[586.16500976 573.41920059  20.02502768],69.5280155554201
0,2235,[-953.19801238  600.74403031 -839.2347966 ],[586.16776781 573.41430045  20.08452187],68.95131890303219
0,2236,[-953.19801238  600.74403031 -839.2347966 ],[586.17050268 573.40941293  20.144154  ],68.37189097268492
0,2237,[-953.19801238  600.74403031 -839.2347966 ],[586.17321427 573.4045381   20.20392426],67.78972533254546
0,2238,[-953.19801238  600.74403031 -839.2347966 ],[586.17590247 573.39967601  20.26383283],67.20481556214963
0,2239,[-953.19801238  600.74403031 -839.2347966 ],[586.17856715 573.39482673  20.32387989],66.61715524103329
0,2240,[-953.19801238  600.74403031 -839.2347966 ],[586.18120822 573.38999032  20.38406561],66.02673796862746
0,2241,[-953.19801238  600.74403031 -839.2347966 ],[586.18382556 573.38516684  20.44439016],65.43355734720535
0,2242,[-953.19801238  600.74403031 -839.2347966 ],[586.18641907 573.38035637  20.50485372],64.83760698756669
0,2243,[-953.19801238  600.74403031 -839.2347966 ],[586.18898862 573.37555896  20.56545647],64.23888051472204
0,2244,[-953.19801238  600.74403031 -839.2347966 ],[586.19153412 573.37077468  20.62619858],63.63737155368198
0,2245,[-953.19801238  600.74403031 -839.2347966 ],[586.19405544 573.36600359  20.68708023],63.03307375219446
0,2246,[-953.19801238  600.74403031 -839.2347966 ],[586.19655248 573.36124576  20.74810158],62.42598075516525
0,2247,[-953.19801238  600.74403031 -839.2347966 ],[586.19902512 573.35650125  20.80926282],61.81608623023748
0,2248,[-953.19801238  600.74403031 -839.2347966 ],[586.20147326 573.35177012  20.87056411],61.203383842212126
0,2249,[-953.19801238  600.74403031 -839.2347966 ],[586.20389677 573.34705244  20.93200563],60.58786727294318
0,2250,[-953.19801238  600.74403031 -839.2347966 ],[586.20629556 573.34234828  20.99358755],59.969530215653315
0,2251,[-953.19801238  600.74403031 -839.2347966 ],[586.20866949 573.3376577   21.05531004],59.34836638061824
0,2252,[-953.19801238  600.74403031 -839.2347966 ],[586.21101847 573.33298076  21.11717328],58.72436947242931
0,2253,[-953.19801238  600.74403031 -839.2347966 ],[586.21334237 573.32831752  21.17917743],58.09753322125743
0,2254,[-953.19801238  600.74403031 -839.2347966 ],[586.21564108 573.32366807  21.24132266],57.46785136864218
0,2255,[-953.19801238  600.74403031 -839.2347966 ],[586.21791449 573.31903245  21.30360915],56.835317656123145
0,2256,[-953.19801238  600.74403031 -839.2347966 ],[586.22016249 573.31441073  21.36603706],56.19992585366162
0,2257,[-953.19801238  600.74403031 -839.2347966 ],[586.22238496 573.30980298  21.42860656],55.56166973121889
